Name,Brand,NETWORK_Technology,NETWORK_2G_bands,NETWORK_3G_bands,NETWORK_4G_bands,NETWORK_5G_bands,NETWORK_GPRS,NETWORK_EDGE,NETWORK_Speed,LAUNCH_Announced,BODY_Weight,BODY_Length,BODY_Width,BODY_Thickness,FEATURES_Sensors,MISC_Price_Euro,DISPLAY_Type,DISPLAY_Size,DISPLAY_Resolution_Width,DISPLAY_Resolution_Height,PLATFORM_OS,MEMORY_Card_slot,MEMORY_Internal_rom,MEMORY_Internal_ram,BATTERY_Type,BATTERY_Capacity,MAIN_CAM_1_Module,MAIN_CAM_1_Video
Samsung I9003 Galaxy SL,Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 1900 / 2100 ,,,,,HSPA 7.2/5.76 Mbps,2011,131,123.7,64.2,10.6,"Accelerometer, proximity, compass",155.68,LCD,4,480,800,android 2,microsdhc,16777216,4194304,Li-Ion,1650,1,720
Samsung Galaxy Ace S5830I,Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,,,,HSPA 7.2/0.384 Mbps,2011,113,112.4,59.9,11.5,"Accelerometer, proximity, compass",73.23,TFT,3.5,320,480,android 2,microsdhc,161792,,Li-Ion,1350,1,Yes
Samsung Galaxy Ace S5830,Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,,,,HSPA 7.2/0.384 Mbps,2011,113,112.4,59.9,11.5,"Accelerometer, proximity, compass",90.76,TFT,3.5,320,480,android 2,microsdhc,284672,161792,Li-Ion,1350,1,480
Samsung Galaxy Fit S5670,Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,,,,HSPA 7.2/0.384 Mbps,2011,108,110.2,61.2,12.6,"Accelerometer, proximity, compass",125.7,TFT,3.3,240,320,android 2,microsdhc,286720,163840,Li-Ion,1350,1,320
Samsung Galaxy Gio S5660,Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,,,,HSPA 7.2/0.384 Mbps,2011,102,110.5,57.5,12.2,"Accelerometer, proximity, compass",116.62,TFT,3.2,320,480,android 2,microsdhc,284672,161792,Li-Ion,1350,1,320
Samsung Galaxy Mini S5570,Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,,,,HSPA 7.2/0.384 Mbps,2011,105,110.4,60.8,12.1,"Accelerometer, proximity, compass",91.26,TFT,3.14,240,320,android 2,microsdhc,393216,163840,Li-Ion,1200,1,320
Samsung Galaxy Pop i559,Samsung,CDMA / EVDO,CDMA 800 ,CDMA2000 1xEV-DO ,,,,,EV-DO Rev.A 3.1 Mbps,2011,106,110.9,60.6,12.1,"Accelerometer, proximity, compass",91.74,TFT,3.14,240,320,android 2,microsdhc,167936,,Li-Ion,1200,1,Yes
Samsung Galaxy S 4G T959,Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 1700 / 2100 ,,,,,HSPA 21.1/5.76 Mbps,2011,118,122.4,64.5,9.9,"Accelerometer, proximity, compass",126.48,OLED,4,480,800,android 2,microsdhc,1048576,524288,Li-Ion,1650,1,720
Samsung S5260 Star II,Samsung,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 12,Yes,,2011,94,107.5,54,12.4,Accelerometer,75.34,TFT,3,240,400,,microsdhc,30720,,Li-Ion,1000,1,320
Samsung I997 Infuse 4G,Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 / 2100 ,,,,,HSPA 21.1/3.6 Mbps,2011,139,132,71,9,"Accelerometer, proximity, compass",134.4,OLED,4.5,480,800,android 2,microsdhc,16777216,,Li-Ion,1750,1,720
Samsung R910 Galaxy Indulge,Samsung,CDMA / EVDO / LTE,CDMA 800 / 1900 ,CDMA2000 1xEV-DO ,"2, 4",,,,"LTE, EV-DO Rev.A 3.1 Mbps",2011,152,132,61,15,"Accelerometer, proximity, compass",130.57,TFT,3.5,320,480,android 2,microsdhc,,,Li-Ion,1500,1,Yes
Samsung Droid Charge I510,Samsung,CDMA / EVDO / LTE,CDMA 800 / 1900 ,CDMA2000 1xEV-DO ,13,,,,"EV-DO Rev.A 3.1 Mbps, LTE",2011,143,130,68,12,"Accelerometer, proximity, compass",134.86,OLED,4.3,480,800,android 2,microsdhc,2097152,,Li-Ion,1600,1,Yes
Samsung Google Nexus S,Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 1700 / 2100 ,,,,,HSPA 7.2/5.76 Mbps,2010,129,123.9,63,10.9,"Accelerometer, gyro, proximity, compass",172.77,OLED,4,480,800,android 2,no,16777216,524288,Li-Ion,1500,1,480
Samsung M190S Galaxy S Hoppin,Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 2100 ,,,,,HSPA,2010,129,122.4,64,10.9,"Accelerometer, proximity, compass",144.81,OLED,4,480,800,android 2,microsdhc,16777216,,Li-Ion,1500,1,720
Samsung Ch@t 335,Samsung,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2010,93,111.2,61.2,12,,77.51,TFT,2.4,320,240,,microsdhc,61440,,Li-Ion,,1,Yes
Samsung C3630,Samsung,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Yes,No,,2010,,115.2,45.7,13.2,,54.04,TFT,2.2,240,320,,no,92160,,Li-Ion,900,1,Yes
Samsung C3530,Samsung,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 12,Class 12,,2010,91,112.2,46.7,11.9,,98.96,TFT,2.2,240,320,,microsdhc,51200,,Li-Ion,960,1,CIF
Samsung I9010 Galaxy S Giorgio Armani,Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 / 2100 ,,,,,HSPA 7.2/5.76 Mbps,2010,123,122.5,64.2,9.9,"Accelerometer, proximity, compass",280.33,OLED,4,480,800,android 2,microsdhc,16777216,,Li-Po,1650,1,720
Samsung A817 Solstice II,Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,,,,,HSPA 7.2/0.384 Mbps,2010,95,109,54.1,12,,90.5,TFT,3.35,240,400,,microsdhc,262144,,Li-Ion,1000,1,Yes
Samsung A667 Evergreen,Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 ,,,,,HSPA 3.6/0.384 Mbps,2010,128,116,56,15,,77.09,TFT,1.92,240,320,,microsdhc,262144,,Li-Ion,1000,1,Yes
Samsung E2530,Samsung,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 12,Class 12,,2010,86,94.4,47.2,17.4,,70.39,TFT,2,128,160,,microsdhc,,,Li-Ion,800,1,Yes
Samsung I100 Gem,Samsung,CDMA / EVDO,CDMA 800 / 1900 ,CDMA2000 1xEV-DO ,,,,,EV-DO Rev.A 3.1 Mbps,2011,109,113.8,55.4,12.2,"Accelerometer, proximity",51.06,TFT,3.2,240,400,android 2,microsdhc,126976,,Li-Ion,,1,Yes
Samsung R710 Suede,Samsung,CDMA / EVDO,CDMA 800 / 1900 ,CDMA2000 1xEV-DO ,,,,,EV-DO Rev. 0,2011,94,112.9,55.5,12.7,Accelerometer,77.26,TFT,3,240,400,,microsdhc,138240,,Li-Ion,1080,1,Yes
Samsung U750 Zeal,Samsung,CDMA / EVDO,CDMA 800 / 1900 ,CDMA2000 1xEV-DO ,,,,,EV-DO Rev.A 3.1 Mbps,2010,123,101.9,51.8,17.1,,106.01,TFT,2.6,240,320,,microsdhc,,,Li-Ion,880,1,Yes
Samsung Continuum I400,Samsung,CDMA / EVDO,CDMA 800 / 1900 ,CDMA2000 1xEV-DO ,,,,,EV-DO Rev.A 3.1 Mbps,2010,125,125,58,12,"Accelerometer, gyro, proximity, compass",94.13,OLED,3.4,480,800,android 2,microsdhc,2097152,344064,Li-Ion,,1,720
Samsung Ch@t 322 Wi-Fi,Samsung,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,,,,Class 10,No,,2011,95,109.5,60,12.3,,76.1,TFT,2.2,220,176,,microsdhc,55296,,Li-Ion,1000,1,CIF
Samsung Ch@t 322,Samsung,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,,,,Class 10,No,,2010,95,109.5,60,12.3,,67.87,TFT,2.2,220,176,,microsdhc,55296,,Li-Ion,1000,1,CIF
Samsung E1252,Samsung,GSM,GSM 900 / 1800 - SIM 1,,,,No,No,,2010,76,112.7,46.7,13.9,,31.34,TFT,2,128,160,,no,,,Li-Ion,1000,0,
Samsung Breeze B209,Samsung,CDMA,CDMA 800 ,,,,No,No,,2011,72,108,44.8,14.3,,25.21,CSTN,1.52,128,128,,no,,,Li-Ion,1000,0,
Samsung Hero Plus B159,Samsung,CDMA,CDMA 800 ,,,,No,No,,2011,70,108.5,45.8,13.3,,38.32,CSTN,1.52,128,128,,no,,,Li-Ion,800,0,
Samsung W169 Duos,Samsung,GSM / CDMA,GSM 900 / 1800 ,,,,Yes,Yes,,2010,110,115.5,48,15.9,,,TFT,2.2,176,220,,microsdhc,43008,,Li-Ion,1000,1,Yes
Samsung Mpower Muzik 219,Samsung,CDMA,CDMA 800 ,,,,No,No,,2010,88,112,46.3,15.3,,,TFT,1.7,128,160,,microsd,8192,,Li-Ion,1000,1,Yes
Samsung Mpower Txt M369,Samsung,CDMA / EVDO,CDMA 800 ,CDMA2000 1xEV-DO ,,,,,EV-DO Rev. 0,2010,102,112,61,12,,,TFT,2.2,320,240,,microsdhc,106496,,Li-Ion,1000,1,Yes
Samsung Mpower TV S239,Samsung,CDMA / EVDO,CDMA 800 ,CDMA2000 1xEV-DO ,,,,,EV-DO Rev. 0,2010,87,118.5,50,12.5,,,TFT,2.4,240,320,,microsdhc,87040,,Li-Ion,960,1,Yes
Samsung E1225 Dual Sim Shift,Samsung,GSM,GSM 900 / 1800 - SIM 1,,,,Yes,Yes,,2010,72,109.1,45.5,13.7,,50.33,TFT,1.8,128,160,,no,,,Li-Ion,800,0,
Samsung Guru E1081T,Samsung,GSM,GSM 900 / 1800 ,,,,No,No,,2010,64,107.4,45.5,13.6,,,CSTN,1.43,128,128,,no,,,Li-Ion,800,0,
Samsung Focus,Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 / 2100 ,,,,,HSPA 7.2/5.76 Mbps,2010,119,124.7,64.3,9.9,"Accelerometer, proximity, compass",91.27,OLED,4,480,800,Microsoft Windows Phone 7,microsdhc,8388608,524288,Li-Ion,1500,1,720
Samsung I8700 Omnia 7,Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,,,,HSPA 7.2/5.76 Mbps,2010,138,122.4,64.2,11,"Accelerometer, proximity, compass",155.88,OLED,4,480,800,Microsoft Windows Phone 7,no,16777216,,Li-Ion,1500,1,720
Samsung S5750 Wave575,Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,,,,HSPA 3.6/0.384 Mbps,2010,100,109.5,55,11.9,Accelerometer,124.24,TFT,3.2,240,400,bada,microsdhc,102400,,Li-Ion,1200,1,Yes
Samsung S8530 Wave II,Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,,,,HSPA 3.6/2 Mbps,2010,135,123.9,59.8,11.8,"Accelerometer, proximity, compass",128.26,LCD,3.7,480,800,bada,microsdhc,2097152,,Li-Ion,1500,1,720
Samsung M210S Wave2,Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,,,,HSPA 3.6/0.384 Mbps,2010,137,123.9,59.8,11.8,"Accelerometer, proximity, compass",80.41,LCD,3.7,480,800,bada,microsdhc,1782579.2,,Li-Ion,1500,1,720
Samsung Galaxy Tab T-Mobile T849,Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 2100 ,,,,,HSPA 7.2/5.76 Mbps,2010,380,190.1,120.5,12,"Accelerometer, gyro, proximity, compass",276.31,TFT,7,600,1024,android 2,microsdhc,16777216,655360,Li-Po,4000,1,480
Samsung P1000 Galaxy Tab,Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 1900 / 2100 ,,,,,HSPA 7.2/5.76 Mbps,2010,380,190.1,120.5,12,"Accelerometer, gyro, compass",151.17,TFT,7,600,1024,android 2,microsdhc,33554432,524288,Li-Ion,4000,1,480
Samsung Galaxy Tab CDMA P100,Samsung,CDMA / EVDO,CDMA 800 / 1900 ,CDMA2000 1xEV-DO ,,,,,EV-DO Rev.A 3.1 Mbps,2010,380,190.5,119.4,11.9,"Accelerometer, gyro, proximity, compass",151.55,TFT,7,600,1024,android 2,microsdhc,2097152,,Li-Po,4000,1,480
Samsung Galaxy Tab 4G LTE,Samsung,CDMA / EVDO / LTE,CDMA 800 / 1900 ,CDMA2000 1xEV-DO ,13,,,,"EV-DO Rev.A 3.1 Mbps, LTE",2011,380,190.1,120.5,12,"Accelerometer, gyro, proximity, compass",240.45,TFT,7,600,1024,android 2,microsdhc,2097152,,Li-Po,4000,1,480
Samsung T249,Samsung,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2010,91,99,48,15,,102.77,TFT,,176,220,,microsdhc,102400,,Li-Ion,800,1,176
Samsung R580 Profile,Samsung,CDMA / EVDO,CDMA 800 / 1900 ,CDMA2000 1xEV-DO ,,,,,"EV-DO Rev.0, 153.2 Kbps",2010,108,117,54,15,,97.14,TFT,2.4,240,320,,microsdhc,102400,,Li-Ion,1140,1,Yes
Samsung R570 Messenger III,Samsung,CDMA / EVDO,CDMA 800 / 1900 ,CDMA2000 1xEV-DO ,,,,,"EV-DO Rev.0, 153.2 Kbps",2010,105,116.6,53.5,14.9,,114.11,TFT,2.4,240,320,,microsdhc,,,Li-Ion,1140,1,Yes
Samsung I909 Galaxy S,Samsung,GSM / CDMA / EVDO,GSM 900 / 1800 / 1900 ,,,,Yes,Yes,EV-DO Rev.A 3.1 Mbps,2010,123,123,64.2,10.8,"Accelerometer, proximity, compass",201.54,OLED,4,480,800,android 2,microsdhc,16777216,,Li-Po,1500,1,720
Samsung A200K Nori F,Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 , HSDPA,,,Yes,Yes,HSPA 3.6/0.384 Mbps,2010,108,106,52,14.6,,55.32,TFT,2.8,240,400,,microsdhc,102400,,Li-Ion,880,1,Yes
Samsung A220 F Nori,Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 , HSDPA,,,Yes,Yes,HSPA,2010,,,,,Accelerometer,67.36,TFT,3,240,400,,microsdhc,,,Li-Ion,1000,1,Yes
Samsung M130K Galaxy K,Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 1900 / 2100 ,,,,,HSPA 7.2/5.76 Mbps,2010,131,119.5,59.6,12.4,"Accelerometer, proximity, compass",180.96,OLED,3.7,480,800,android 2,microsdhc,8388608,,Li-Ion,1500,1,720
Samsung Mesmerize i500,Samsung,CDMA / EVDO,CDMA 800 / 1900 ,CDMA2000 1xEV-DO ,,,,,EV-DO Rev.A 3.1 Mbps,2010,117,124.5,64.3,9.9,"Accelerometer, proximity, compass",104.47,OLED,4,480,800,android 2,microsdhc,2097152,524288,Li-Ion,1500,1,720
Samsung M920 Transform,Samsung,CDMA / EVDO,CDMA 800 / 1900 ,CDMA2000 1xEV-DO ,,,,,EV-DO Rev.A 3.1 Mbps,2010,152,117,61,15,"Accelerometer, proximity",127.19,TFT,3.5,320,480,android 2,microsdhc,524288,524288,Li-Ion,1500,1,Yes
Samsung R360 Freeform II,Samsung,CDMA,CDMA 800 / 1900 ,,,,No,No,,2010,108,104.9,53.8,15,,41.99,TFT,2.2,240,320,,microsdhc,43008,,Li-Ion,1000,1,Yes
Samsung Galaxy 551,Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,,,,HSPA 7.2/0.384 Mbps,2010,117,111,55,15.2,"Accelerometer, proximity, compass",97.24,TFT,3.2,240,400,android 2,microsdhc,163840,,Li-Ion,1200,1,320
Samsung R900 Craft,Samsung,CDMA / EVDO / LTE,CDMA 800 / 1900 ,CDMA2000 1xEV-DO ,"2, 4",,,,"EV-DO Rev.0, 153.2 Kbps",2010,106,114.3,55.9,11.9,,103.84,OLED,3.3,480,800,,microsdhc,168960,,Li-Ion,1500,1,Yes
Samsung Xcover 271,Samsung,GSM / UMTS,GSM 850 / 900 / 1800 / 1900 ,UMTS 900 / 2100 ,,,,,"Yes, 384 kbps",2010,115,120.7,53,17.9,Compass,117.3,TFT,2,240,320,,microsd,30720,,Li-Ion,1300,1,320
Samsung C3752,Samsung,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,Yes,Yes,,2011,92,97.9,49,16.4,,108.84,TFT,2.4,240,320,,microsdhc,40960,,Li-Ion,900,1,CIF
Samsung C3750,Samsung,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 12,Class 12,,2010,89,98,49,15.4,,96.11,TFT,2.4,240,320,,microsdhc,37888,,Li-Ion,800,1,CIF
Samsung S7230E Wave 723,Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,,,,HSPA 3.6/0.384 Mbps,2010,113,109.5,53.9,11.8,Accelerometer,132.92,TFT,3.2,240,400,bada,microsdhc,92160,,Li-Ion,1200,1,320
Samsung M130L Galaxy U,Samsung,CDMA / EVDO,CDMA 800 / 1900 ,CDMA2000 1xEV-DO ,,,,,EV-DO Rev.A 3.1 Mbps,2010,131,119.5,59.6,12.4,"Accelerometer, proximity, compass",228.78,OLED,3.7,480,800,android 2,microsdhc,8388608,,Li-Po,1500,1,720
Samsung E2152,Samsung,GSM,GSM 900 / 1800 - SIM 1,,,,Class 10,Class 10,,2010,80,111.6,46.3,13.5,,65.18,TFT,2,128,160,,microsd,,,Li-Ion,1000,1,Other
Samsung S5530,Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 2100 ,,,,,HSPA 3.6/0.384 Mbps,2010,96,105,49.5,11.5,,91.24,TFT,2.2,240,320,,microsdhc,40960,,Li-Ion,800,1,Yes
Samsung U360 Gusto,Samsung,CDMA / CDMA2000,CDMA 800 / 1900 ,CDMA2000 1x ,,,,,"Yes, 384 kbps",2010,93,101,47,14,,87.53,TFT,2,128,160,,no,65536,,Li-Ion,1000,1,No
Samsung Fascinate,Samsung,CDMA / EVDO,CDMA 800 / 1900 ,CDMA2000 1xEV-DO ,,,,,EV-DO Rev.A 3.1 Mbps,2010,116,125,64,10.5,"Accelerometer, proximity, compass",127.14,OLED,4,480,800,android 2,microsdhc,2097152,,Li-Po,1500,1,720
Samsung Vibrant,Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 1700 / 1900 / 2100,,,,,HSPA,2010,117,122.4,64.5,9.9,"Accelerometer, proximity, compass",156.88,OLED,4,480,800,android 2,microsdhc,16777216,524288,Li-Ion,1500,1,720
Samsung A927 Flight II,Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 ,,,,,HSPA,2010,99,111.8,53.3,12.7,,115.34,TFT,3,240,400,,microsdhc,524288,,Li-Ion,,1,Yes
Samsung T669 Gravity T,Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 1700 / 2100 ,,,,,HSPA,2010,120,110,56.6,15,Accelerometer,123.02,TFT,,240,320,,microsdhc,51200,,Li-Ion,1000,1,Yes
Samsung T479 Gravity 3,Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 1700 / 2100 ,,,,,HSPA,2010,123,116.8,53.6,15.2,,131.09,TFT,,240,320,,microsdhc,71680,,Li-Ion,1000,1,Yes
Samsung :) Smiley,Samsung,GSM / UMTS,GSM 850 / 900 / 1800 / 1900 ,UMTS 1700 / 2100 ,,,,,"Yes, 384 kbps",2010,112,99.6,59.4,15,,131.27,TFT,,240,320,,microsdhc,51200,,Li-Ion,1000,1,Yes
Samsung C5010 Squash,Samsung,GSM / UMTS,GSM 850 / 900 / 1800 / 1900 ,UMTS 900 / 2100 ,,,,,"Yes, 384 kbps",2010,81,115,46,12.8,,83.74,TFT,2,128,160,,microsdhc,43008,,Li-Ion,800,1,320
Samsung i897 Captivate,Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 / 2100 ,,,,,HSPA 7.2/5.76 Mbps,2010,118,122.4,64.2,9.9,"Accelerometer, proximity, compass",176.27,OLED,4,480,800,android 2,microsdhc,16777216,524288,Li-Ion,1500,1,720
Samsung B7350 Omnia PRO 4,Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,,,,HSPA 7.2/0.384 Mbps,2010,122,117.7,59.8,11.9,,154.98,TFT,2.62,320,320,Microsoft Windows Mobile 6.5 Professional,microsdhc,204800,,Li-Ion,1500,1,320
Samsung B6520 Omnia PRO 5,Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 1900 / 2100 ,,,,,HSPA 3.6/0.384 Mbps,2010,111,116.5,61.8,11.5,,173.95,TFT,2.4,320,240,Microsoft Windows Mobile 6.5 Standard,microsdhc,225280,,Li-Ion,1500,1,320
Samsung U320 Haven,Samsung,CDMA / CDMA2000,CDMA 800 / 1900 ,CDMA2000 1x ,,,,,"Yes, 384 kbps",2010,99,100,51,18,,98.33,TFT,2.2,176,220,,no,65536,24576,Li-Ion,1000,0,
Samsung U460 Intensity II,Samsung,CDMA / CDMA2000,CDMA 800 / 1900 ,CDMA2000 1x ,,,,,"Yes, 384 kbps",2010,116,124,73,17.9,,100.37,TFT,2.2,240,320,,microsdhc,,,Li-Ion,1000,1,No
Samsung M350 Seek,Samsung,CDMA / EVDO,CDMA 800 / 1900 ,CDMA2000 1xEV-DO ,,,,,"EV-DO Rev.0, 153.2 Kbps",2010,109,105,53,15,,130.9,TFT,2.6,240,320,,microsdhc,262144,131072,Li-Ion,1500,1,Yes
Samsung Epic 4G,Samsung,CDMA / HSPA / EVDO,CDMA 800 / 1900 ,CDMA2000 1xEV-DO ,,,,,"HSPA, EV-DO Rev. A 3.1 Mbps",2010,155,124,65,14,"Accelerometer, proximity, compass",207.63,OLED,4,480,800,android 2,microsdhc,524288,524288,Li-Ion,1500,1,720
Samsung Acclaim,Samsung,CDMA / EVDO,CDMA 800 / 1900 ,CDMA2000 1xEV-DO ,,,,,"EV-DO Rev.0, 153.2 Kbps",2010,130,114,59,15,Accelerometer,175.51,TFT,3.2,320,480,android 2,microsdhc,,,Li-Ion,1500,1,Yes
Samsung Intercept,Samsung,CDMA / EVDO,CDMA 800 / 1900 ,CDMA2000 1xEV-DO ,,,,,"EV-DO Rev.0, 153.2 Kbps",2010,139,113,56,15,Accelerometer,157,TFT,3.2,240,400,android 2,microsdhc,,,Li-Ion,1500,1,Yes
Samsung R360 Messenger Touch,Samsung,CDMA / EVDO,CDMA 800 / 1900 ,CDMA2000 1xEV-DO ,,,,,"EV-DO Rev.0, 153.2 Kbps",2010,108,105,54,15,,90.14,TFT,2.6,240,320,,microsdhc,102400,,Li-Ion,1000,1,Yes
Samsung i225 Exec,Samsung,CDMA / EVDO,CDMA 800 / 1900 ,CDMA2000 1xEV-DO ,,,,,"EV-DO Rev.0, 153.2 Kbps",2010,105,117,60,11,,124.38,TFT,2.4,320,240,Microsoft Windows Mobile 6.5 Standard,microsdhc,125952,,Li-Ion,1500,1,Yes
Samsung M570 Restore,Samsung,CDMA / EVDO,CDMA 800 / 1900 ,CDMA2000 1xEV-DO ,,,,,"EV-DO Rev.0, 153.2 Kbps",2010,122,117,53,15,,110.06,TFT,2.66,240,320,,microsdhc,,,Li-Ion,1160,1,Yes
Samsung R351 Freeform,Samsung,CDMA / CDMA2000,CDMA 800 / 1900 ,CDMA2000 1x ,,,,,"Yes, 384 kbps",2009,103,112,61,13,,111.61,TFT,2.2,220,176,,microsd,56320,,Li-Ion,1000,1,Yes
Samsung T369,Samsung,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2010,112,114,53,15,,100.8,TFT,2.5,240,320,,microsdhc,51200,,Li-Ion,1000,1,CIF
Samsung S5330 Wave533,Samsung,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 12,Class 12,,2010,118,109.5,55,15.2,Accelerometer,155.87,TFT,3.2,240,400,bada,microsdhc,102400,,Li-Ion,1200,1,320
Samsung S5250 Wave525,Samsung,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 12,Class 12,,2010,100,109.5,55,11.9,Accelerometer,127.98,TFT,3.2,240,400,bada,microsdhc,102400,,Li-Ion,1200,1,Yes
Samsung I5500 Galaxy 5,Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,,,,HSPA 7.2/0.384 Mbps,2010,102,108,56,12.3,"Accelerometer, proximity",83.75,TFT,2.8,240,320,android 2,microsdhc,174080,,Li-Ion,1200,1,320
Samsung I5801 Galaxy Apollo,Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,,,,HSPA 3.6/0.384 Mbps,2010,113,113.5,55,12.6,"Accelerometer, proximity, compass",147.27,TFT,3.2,240,400,android 2,microsdhc,524288,262144,Li-Ion,1500,1,320
Samsung I5800 Galaxy 3,Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,,,,HSPA 3.6/0.384 Mbps,2010,109,113.5,55,12.9,"Accelerometer, proximity, compass",146.95,TFT,3.2,240,400,android 2,microsdhc,524288,262144,Li-Ion,1500,1,320
Samsung B7722,Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1,HSDPA 2100 - SIM 1 only,,,,,HSPA 3.6/0.384 Mbps,2010,112,113.5,55.5,14.3,,156.23,TFT,3.2,240,400,,microsdhc,276480,,Li-Ion,1200,1,320
Samsung A847 Rugby II,Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 / 2100 ,,,,,HSPA 7.2/0.384 Mbps,2010,100,102,52,22,,101.86,TFT,2.2,240,320,,microsdhc,71680,,Li-Ion,1300,1,Yes
Samsung C3300K Champ,Samsung,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2010,80,96.3,53.8,13,,85.76,TFT,2.4,240,320,TouchWiz Lite UI,microsdhc,30720,,Li-Ion,1000,1,CIF
Samsung W960 AMOLED 3D,Samsung,GSM / HSPA,GSM 900 / 1800 / 1900 , HSDPA,,,Class 10,Class 10,HSPA,2010,120,113.9,53.9,13.9,Accelerometer,224.71,OLED,3.2,240,400,,microsdhc,,,Li-Ion,1150,1,Yes
Samsung M110S Galaxy S,Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 , HSDPA,,,Class 12,Class 12,HSPA 7.2/5.76 Mbps,2010,121,122.4,64.2,9.9,"Accelerometer, proximity, compass",223.71,OLED,4,480,800,android 2,microsdhc,16777216,,Li-Po,1500,1,720
